year,month,maker,model,vama_class,seats,units,units_ytd
2025,2,Isuzu,mu-X,SUV,7 seats,12,38
2025,2,Toyota,Yaris Cross Hybrid,Hybrid,,11,32
2025,2,Toyota,Alphard,MPV,7 seats,9,12
2025,2,Mitsubishi,Pajero Sport,SUV,7 seats,9,26
2025,2,VIDABUS,G12,Large bus,47 seats,8,16
2025,2,THACO KIA,K5,Sedan,5 seats,8,22
2025,2,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,7,15
2025,2,Toyota,Alphard Hybrid,Hybrid,8 seats,6,17
2025,2,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,4,5
2025,2,BUS THACO,Minibus,Minibus,,4,4
2025,2,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,3,3
2025,2,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,2,2
2025,2,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,2,2
2025,2,Honda Honda,Accord,Sedan,5 seats,2,7
2025,2,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,2,2
2025,2,Toyota,Landcruiser 200 GX 470,SUV,8 seats,2,19
2025,2,Toyota,Corolla Hybrid,Hybrid,6 seats,1,1
2025,2,VINAMOTOR,Vinamotor D8,Medium truck,Under 10T,,22
2025,2,Honda,Civic TypeR,Others,5 seats,,1
2025,2,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,1
2025,2,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,,16
2025,1,THACO MAZDA,CX-5,Crossover,5 seats,1000,1000
2025,1,Ford,Ranger CKD,Pick-up,5 seats,857,857
2025,1,Ford,Territory,MPV,5 seats,700,700
2025,1,Mitsubishi,Xpander (CBU),MPV,7 seats,667,667
2025,1,Toyota,Yaris Cross,SUV,5 seats,624,624
2025,1,Honda Honda,CITY,Sedan,5 seats,568,568
2025,1,Mitsubishi,Xforce,SUV,5 seats,552,552
2025,1,Toyota,Vios,Sedan,5 seats,490,490
2025,1,Isuzu,Truck,Other Truck,3 seats,464,464
2025,1,THACO KIA,Sonet,Crossover,5 seats,421,421
2025,1,THACO KIA,Seltos,Crossover,5 seats,419,419
2025,1,Honda,HR-V,SUV,5 seats,383,383
2025,1,THACO TRUCK,Frontier,Small truck,2 seats,370,370
2025,1,Honda,BR-V,MPV,7 seats,365,365
2025,1,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,350,350
2025,1,Toyota,Raize,SUV,5 seats,329,329
2025,1,THACO KIA,Carnival,MPV,7 seats,321,321
2025,1,THACO MAZDA,Mazda2,Sedan,5 seats,313,313
2025,1,Ford,Everest,SUV,7 seats,300,300
2025,1,Ford,Transit,Minibus,16 seats,284,284
2025,1,Honda,CR-V,SUV,7 seats,273,273
2025,1,Ford,Ranger CBU,Pick-up,5 seats,258,258
2025,1,Toyota,Innova Cross,MPV,7 seats,258,258
2025,1,Mitsubishi,Triton,Pick-up,5 seats,246,246
2025,1,Toyota,Corolla Cross Hybrid,Hybrid,,230,230
2025,1,THACO KIA,Carens,SUV,7 seats,227,227
2025,1,Toyota,Innova Cross Hybrid,Hybrid,,222,222
2025,1,THACO MAZDA,Mazda3,Sedan,5 seats,219,219
2025,1,Toyota,Veloz Cross,MPV,8 seats,217,217
2025,1,THACO MAZDA,CX-8,SUV,7 seats,205,205
2025,1,THACO KIA,K3,Sedan,5 seats,205,205
2025,1,Toyota,Wigo,Sedan,5 seats,197,197
2025,1,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,193,193
2025,1,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,190,190
2025,1,Honda,CR-V Hybrid,Hybrid,5 seats,180,180
2025,1,Toyota,Hilux,Pick-up,5 seats,166,166
2025,1,THACO MAZDA,CX-3,SUV,5 seats,165,165
2025,1,Toyota,Fortuner,SUV,8 seats,154,154
2025,1,Mitsubishi,Xpander (CKD),MPV,7 seats,141,141
2025,1,THACO KIA,Sportage,SUV,5 seats,137,137
2025,1,Suzuki,XL7 Hybrid,Hybrid,,133,133
2025,1,Suzuki,Carry Pro CKD,Small truck,2 seats,131,131
2025,1,Toyota,Corolla Cross,SUV,5 seats,130,130
2025,1,THACO MAZDA,CX-30,SUV,7 seats,102,102
2025,1,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,100,100
2025,1,JMC,IZ,Light truck,,93,93
2025,1,Hino,HINO,Other Truck,3 seats,93,93
2025,1,Toyota,Camry Hybrid,Hybrid,,81,81
2025,1,Toyota,Camry,Sedan,5 seats,65,65
2025,1,Mitsubishi,Attrage,Sedan,5 seats,61,61
2025,1,Isuzu,D-Max,Pick-up,5 seats,57,57
2025,1,Ford,Explorer,SUV,7 seats,53,53
2025,1,THACO KIA,Sorento,SUV,7 seats,44,44
2025,1,Toyota,Avanza Premio CKD,MPV,7 seats,42,42
2025,1,Toyota,Fortuner (CBU),SUV,8 seats,37,37
2025,1,Honda,Civic,Sedan,5 seats,33,33
2025,1,THACO KIA1. VA,MMorAninsgendtomedia_January2,5Hatchback P,,32,
2025,1,Mitsubishi,Outlander,SUV,7 seats,32,32
2025,1,THACO MAZDA,Mazda 6,Sedan,5 seats,27,27
2025,1,Isuzu,mu-X,SUV,7 seats,26,26
2025,1,Toyota,Innova,MPV,8 seats,26,26
2025,1,Isuzu,Bus Chassis,Chassis,,24,24
2025,1,VINAMOTOR,Vinamotor D8,Medium truck,Under 10T,22,22
2025,1,Toyota,Yaris Cross Hybrid,Hybrid,,21,21
2025,1,Toyota,Land Prado,SUV,8 seats,19,19
2025,1,Honda,Civic Hybrid,Hybrid,5 seats,18,18
2025,1,THACO KIA,Soluto,Sedan,5 seats,18,18
2025,1,Toyota,Landcruiser 200 GX 470,SUV,8 seats,17,17
2025,1,Mitsubishi,Pajero Sport,SUV,7 seats,17,17
2025,1,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,16,16
2025,1,Suzuki,Jimny,SUV,4 seats,16,16
2025,1,THACO KIA,K5,Sedan,5 seats,14,14
2025,1,Toyota,Alphard Hybrid,Hybrid,8 seats,11,11
2025,1,VIDABUS,G12,Large bus,47 seats,8,8
2025,1,VIDABUS,G8,Large bus,29-34 seats,8,8
2025,1,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,8,8
2025,1,Toyota,Corolla,Sedan,5 seats,7,7
2025,1,Honda Honda,Accord,Sedan,5 seats,5,5
2025,1,Toyota,Alphard,MPV,7 seats,3,3
2025,1,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,1,1
2025,1,Honda,Civic TypeR,Others,5 seats,1,1
2025,1,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,1
2024,12,Mitsubishi,Xpander (CBU),MPV,7 seats,1677,17537
2024,12,Toyota,Vios,Sedan,5 seats,1504,14210
2024,12,Toyota,Yaris Cross,SUV,5 seats,1497,10295
2024,12,Ford,Ranger CKD,Pick-up,5 seats,1207,14285
2024,12,Mitsubishi,Xforce,SUV,5 seats,1140,14407
2024,12,THACO MAZDA,CX-5,Crossover,5 seats,1125,14781
2024,12,Honda,HR-V,SUV,5 seats,964,6230
2024,12,Ford,Everest,SUV,7 seats,949,10841
2024,12,Toyota,Veloz Cross,MPV,8 seats,916,8341
2024,12,Toyota,Corolla Cross,SUV,5 seats,807,6042
2024,12,Toyota,Raize,SUV,5 seats,757,4984
2024,12,Isuzu,Truck,Other Truck,3 seats,750,9716
2024,12,Toyota,Innova Cross,MPV,7 seats,737,3573
2024,12,Ford,Territory,MPV,5 seats,612,8125
2024,12,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,586,7902
2024,12,THACO KIA,Seltos,Crossover,5 seats,549,6829
2024,12,THACO MAZDA,Mazda2,Sedan,5 seats,542,5092
2024,12,THACO TRUCK,Frontier,Small truck,2 seats,536,7086
2024,12,THACO MAZDA,CX-3,SUV,5 seats,470,2745
2024,12,Toyota,Innova Cross Hybrid,Hybrid,,466,2461
2024,12,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,463,3490
2024,12,THACO KIA,Sonet,Crossover,5 seats,449,7313
2024,12,Honda,CITY,Sedan,5 seats,432,10500
2024,12,Honda,BR-V,MPV,7 seats,402,3618
2024,12,Ford,Ranger CBU,Pick-up,5 seats,397,3223
2024,12,Toyota,Hilux,Pick-up,5 seats,375,2404
2024,12,Mitsubishi,Triton,Pick-up,5 seats,340,2687
2024,12,THACO KIA,Carnival,MPV,7 seats,337,6560
2024,12,Suzuki,XL7 Hybrid,Hybrid,,333,1315
2024,12,Mitsubishi,Xpander (CKD),MPV,7 seats,312,1961
2024,12,Suzuki,Carry Pro CKD,Small truck,2 seats,274,3162
2024,12,THACO KIA,Carens,SUV,7 seats,264,4555
2024,12,Honda,CR-V Hybrid,Hybrid,5 seats,253,1808
2024,12,Toyota,Wigo,Sedan,5 seats,252,2659
2024,12,Ford,Transit,Minibus,16 seats,244,5012
2024,12,HYUNDAI HYUNDAI HYUNDAI,Mighty CKD,,3 seats,233,2189
2024,12,THACO MAZDA,CX-30,SUV,7 seats,232,1715
2024,12,Honda,CR-V (CKD),SUV,7 seats,231,4880
2024,12,Toyota,Avanza Premio CKD,MPV,7 seats,226,2141
2024,12,THACO MAZDA,Mazda3,Sedan,5 seats,217,4958
2024,12,Toyota,Corolla Cross Hybrid,Hybrid,,208,1602
2024,12,THACO MAZDA,CX-8,SUV,7 seats,206,2693
2024,12,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,182,2116
2024,12,THACO KIA,Sportage,SUV,5 seats,176,3051
2024,12,Toyota,Fortuner (CBU),SUV,8 seats,176,1054
2024,12,Toyota,Camry,Sedan,5 seats,176,1037
2024,12,Mitsubishi,Attrage,Sedan,5 seats,172,2499
2024,12,Toyota,Landcruiser 200 GX 470,SUV,8 seats,137,668
2024,12,Hino,HINO,Other Truck,3 seats,126,1464
2024,12,Toyota,Fortuner,SUV,8 seats,119,2457
2024,12,THACO KIA,K3,Sedan,5 seats,110,3603
2024,12,Toyota,Camry Hybrid,Hybrid,,96,296
2024,12,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,90,1008
2024,12,Mitsubishi,Pajero Sport,SUV,7 seats,85,741
2024,12,Ford,Explorer,SUV,7 seats,83,689
2024,12,Mitsubishi,Outlander,SUV,7 seats,82,1366
2024,12,Toyota,Yaris Cross Hybrid,Hybrid,,81,879
2024,12,Isuzu,D-Max,Pick-up,5 seats,69,559
2024,12,THACO KIA,Sorento,SUV,7 seats,63,972
2024,12,THACO MAZDA,Mazda 6,Sedan,5 seats,54,612
2024,12,Honda,Civic,Sedan,5 seats,53,1032
2024,12,Suzuki,Jimny,SUV,4 seats,44,437
2024,12,THACO KIA,Soluto,Sedan,5 seats,39,519
2024,12,12. V THACO KIA,AMAsendtomedia_Decem Morning,ber24 - final Hatchback,,39,
2024,12,Toyota,Corolla,Sedan,5 seats,36,392
2024,12,Isuzu,mu-X,SUV,7 seats,32,247
2024,12,Honda,Civic Hybrid,Hybrid,5 seats,27,97
2024,12,VINAMOTOR,Vinamotor D8,,Under 10T,25,275
2024,12,Toyota,Innova,MPV,8 seats,25,725
2024,12,Toyota,Land Prado,SUV,8 seats,22,94
2024,12,THACO KIA,K5,Sedan,5 seats,21,301
2024,12,Toyota,Alphard,MPV,7 seats,19,141
2024,12,Honda Honda,Accord,Sedan,5 seats,12,91
2024,12,Toyota,Alphard Hybrid,Hybrid,8 seats,10,18
2024,12,Suzuki,Carry Blind Van,Van,2 seats,10,1658
2024,12,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,9,158
2024,12,BUS THACO,Minibus,Minibus,,6,139
2024,12,VIDABUS,G12,Large bus,47 seats,5,84
2024,12,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,5,96
2024,12,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,2,94
2024,12,VIDABUS,G8,Large bus,29-34 seats,1,33
2024,12,VINAMOTOR,Hyundai,Large bus Medium truck Light truck Small truck,29-80 Seats,,96
2024,12,Honda,Civic TypeR,Others,5 seats,,11
2024,12,THACO MAZDA,BT-50,Pick-up,5 seats,,5
2024,12,SAMCO,Car carring truck,Car Carrying Truck (SPV),3 seats,,1
2024,12,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2024,12,SAMCO,Hooklift,Hooklift (SPV),3 seats,,2
2024,12,SAMCO,Fire truck,Fire fighting truck (SPV),7 seats,,1
2024,12,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,17
2024,12,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,2
2024,12,SAMCO,Crane truck,Crane truck (SPV),3 seats,,1
2024,12,SAMCO,Truck,Medium truck,3 seats,,1
2024,12,SAMCO,SAMCO PRIMAS (Sleeper coaches),Large bus,45 seats,,16
2024,12,Isuzu,Bus Chassis,Chassis,,,108
2024,12,Toyota,Avanza Premio CBU,MPV,7 seats,,1
2024,12,Toyota,Yaris,Sedan,5 seats,,8
2024,12,Toyota,Corolla Hybrid,Hybrid,6 seats,,94
2024,12,Suzuki,XL7,SUV,7 seats,,1839
2024,12,Suzuki,Ciaz,Sedan,5 seats,,8
2024,12,Suzuki,Swift,Hatchback,5 seats,,225
2024,12,Suzuki,Ertiga Hybrid,Hybrid,7 seats,,1200
2024,12,Suzuki,Super Carry Pro,Small truck,2 seats,,20
2024,12,Suzuki,Carry Truck,Small truck,2 seats,,398
2024,11,THACO MAZDA,CX-5,Crossover,5 seats,2408,13656
2024,11,Honda,CITY,Sedan,5 seats,2327,10068
2024,11,Mitsubishi,Xpander (CBU),MPV,7 seats,2191,15860
2024,11,Toyota,Vios,Sedan,5 seats,2137,12706
2024,11,Ford,Ranger CKD,Pick-up,5 seats,1857,13078
2024,11,Mitsubishi,Xforce,SUV,5 seats,1823,13267
2024,11,Ford,Everest,SUV,7 seats,1458,9892
2024,11,Ford,Territory,MPV,5 seats,1256,7513
2024,11,Isuzu,Truck,Other Truck,3 seats,1235,8966
2024,11,THACO KIA,Seltos,Crossover,5 seats,1212,6280
2024,11,Toyota,Veloz Cross,MPV,8 seats,1146,7425
2024,11,Toyota,Yaris Cross,SUV,5 seats,1094,8798
2024,11,THACO KIA,Sonet,Crossover,5 seats,1063,6864
2024,11,Honda,CR-V (CKD),SUV,7 seats,1021,4649
2024,11,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1000,7316
2024,11,THACO KIA,Carnival,MPV,7 seats,903,6223
2024,11,Toyota,Corolla Cross,SUV,5 seats,898,5235
2024,11,THACO TRUCK,Frontier,Small truck,2 seats,800,6550
2024,11,THACO KIA,Carens,SUV,7 seats,692,4291
2024,11,THACO MAZDA,Mazda3,Sedan,5 seats,667,4741
2024,11,Honda,HR-V,SUV,5 seats,578,5266
2024,11,Ford,Transit,Minibus,16 seats,562,4768
2024,11,Toyota,Raize,SUV,5 seats,561,4227
2024,11,THACO KIA,K3,Sedan,5 seats,520,3493
2024,11,THACO KIA,Sportage,SUV,5 seats,502,2875
2024,11,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,494,3027
2024,11,Toyota,Innova Cross,MPV,7 seats,490,2836
2024,11,THACO MAZDA,Mazda2,Sedan,5 seats,484,4550
2024,11,Toyota,Fortuner,SUV,8 seats,461,2338
2024,11,Suzuki,XL7 Hybrid,Hybrid,,418,982
2024,11,Ford,Ranger CBU,Pick-up,5 seats,400,2826
2024,11,Honda,BR-V,MPV,7 seats,386,3216
2024,11,THACO MAZDA,CX-8,SUV,7 seats,382,2487
2024,11,Suzuki,Carry Pro CKD,Small truck,2 seats,341,2888
2024,11,Toyota,Hilux,Pick-up,5 seats,339,2029
2024,11,THACO MAZDA,CX-3,SUV,5 seats,331,2275
2024,11,Mitsubishi,Triton,Pick-up,5 seats,327,2347
2024,11,Toyota,Wigo,Sedan,5 seats,307,2407
2024,11,Toyota,Avanza Premio CKD,MPV,7 seats,257,1915
2024,11,Toyota,Innova Cross Hybrid,Hybrid,,254,1995
2024,11,Toyota,Corolla Cross Hybrid,Hybrid,,252,1394
2024,11,Mitsubishi,Attrage,Sedan,5 seats,246,2327
2024,11,HYUNDAI HYUNDAI HYUNDAI,Mighty CKD,,3 seats,232,1956
2024,11,Mitsubishi,Xpander (CKD),MPV,7 seats,231,1649
2024,11,THACO MAZDA,CX-30,SUV,7 seats,201,1483
2024,11,Honda,CR-V Hybrid,Hybrid,5 seats,196,1555
2024,11,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,178,1934
2024,11,Mitsubishi,Outlander,SUV,7 seats,155,1284
2024,11,THACO KIA,Sorento,SUV,7 seats,152,909
2024,11,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,140,918
2024,11,Toyota,Innova,MPV,8 seats,133,700
2024,11,Hino,HINO,Other Truck,3 seats,123,1338
2024,11,Honda,Civic,Sedan,5 seats,115,1049
2024,11,THACO KIA,Soluto,Sedan,5 seats,106,480
2024,11,11. V THACO KIA,AMAsendtomedia_Novem Morning,ber24 Hatchback,,95,
2024,11,Toyota,Yaris Cross Hybrid,Hybrid,,94,798
2024,11,Toyota,Fortuner (CBU),SUV,8 seats,89,878
2024,11,Isuzu,D-Max,Pick-up,5 seats,87,490
2024,11,Mitsubishi,Pajero Sport,SUV,7 seats,83,656
2024,11,Suzuki,Carry Blind Van,Van,2 seats,77,1648
2024,11,THACO MAZDA,Mazda 6,Sedan,5 seats,75,558
2024,11,Toyota,Land Prado,SUV,8 seats,72,72
2024,11,Ford,Explorer,SUV,7 seats,60,606
2024,11,Suzuki,Jimny,SUV,4 seats,41,393
2024,11,THACO KIA,K5,Sedan,5 seats,36,280
2024,11,Toyota,Corolla,Sedan,5 seats,36,361
2024,11,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,32,149
2024,11,Isuzu,mu-X,SUV,7 seats,32,215
2024,11,Toyota,Landcruiser 200 GX 470,SUV,8 seats,31,531
2024,11,VINAMOTOR,Vinamotor D8,,Under 10T,27,250
2024,11,Toyota,Camry,Sedan,5 seats,20,861
2024,11,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,18,91
2024,11,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,16,92
2024,11,Toyota,Alphard,MPV,7 seats,16,122
2024,11,VIDABUS,G12,Large bus,47 seats,15,79
2024,11,VIDABUS,G8,Large bus,29-34 seats,15,32
2024,11,BUS THACO,Minibus,Minibus,,15,133
2024,11,Honda Honda,Accord,Sedan,5 seats,10,79
2024,11,Toyota,Corolla Hybrid,Hybrid,6 seats,3,89
2024,11,Toyota,Camry Hybrid,Hybrid,,3,200
2024,11,Toyota,Alphard Hybrid,Hybrid,8 seats,2,8
2024,11,VINAMOTOR,Hyundai,Large bus Medium truck Light truck Small truck,29-80 Seats,,96
2024,11,Honda,Civic TypeR,Others,5 seats,,11
2024,11,THACO MAZDA,BT-50,Pick-up,5 seats,,5
2024,11,SAMCO,Car carring truck,Car Carrying Truck (SPV),3 seats,,1
2024,11,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2024,11,SAMCO,Hooklift,Hooklift (SPV),3 seats,,2
2024,11,SAMCO,Fire truck,Fire fighting truck (SPV),7 seats,,1
2024,11,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,17
2024,11,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,2
2024,11,SAMCO,Crane truck,Crane truck (SPV),3 seats,,1
2024,11,SAMCO,Truck,Medium truck,3 seats,,1
2024,11,SAMCO,SAMCO PRIMAS (Sleeper coaches),Large bus,45 seats,,16
2024,11,Isuzu,Bus Chassis,Chassis,,,108
2024,11,Toyota,Avanza Premio CBU,MPV,7 seats,,1
2024,11,Toyota,Yaris,Sedan,5 seats,,8
2024,11,Suzuki,XL7,SUV,7 seats,,1839
2024,11,Suzuki,Ciaz,Sedan,5 seats,,8
2024,11,Suzuki,Swift,Hatchback,5 seats,,225
2024,11,Suzuki,Ertiga Hybrid,Hybrid,7 seats,,1200
2024,11,Suzuki,Super Carry Pro,Small truck,2 seats,,20
2024,11,Suzuki,Carry Truck,Small truck,2 seats,,398
2024,10,THACO MAZDA,CX-5,Crossover,5 seats,2008,11248
2024,10,Mitsubishi,Xpander (CBU),MPV,7 seats,1890,13669
2024,10,Toyota,Vios,Sedan,5 seats,1757,10569
2024,10,Honda,CITY,Sedan,5 seats,1670,7741
2024,10,Ford,Ranger CKD,Pick-up,5 seats,1541,11221
2024,10,Mitsubishi,Xforce,SUV,5 seats,1481,11444
2024,10,Toyota,Yaris Cross,SUV,5 seats,1433,7704
2024,10,Ford,Everest,SUV,7 seats,1281,8434
2024,10,Ford,Territory,MPV,5 seats,1173,6257
2024,10,Isuzu,Truck,Other Truck,3 seats,1172,7731
2024,10,Toyota,Veloz Cross,MPV,8 seats,1061,6279
2024,10,Toyota,Corolla Cross,SUV,5 seats,1047,4337
2024,10,THACO KIA,Carnival,MPV,7 seats,1044,5320
2024,10,THACO KIA,Seltos,Crossover,5 seats,815,5068
2024,10,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,800,6316
2024,10,THACO TRUCK,Frontier,Small truck,2 seats,740,5750
2024,10,THACO KIA,Sonet,Crossover,5 seats,718,5801
2024,10,Toyota,Raize,SUV,5 seats,698,3666
2024,10,THACO MAZDA,Mazda3,Sedan,5 seats,676,4074
2024,10,Ford,Transit,Minibus,16 seats,676,4206
2024,10,Honda,HR-V,SUV,5 seats,664,4688
2024,10,Honda,CR-V (CKD),SUV,7 seats,641,3628
2024,10,THACO KIA,Carens,SUV,7 seats,515,3599
2024,10,THACO KIA,Sportage,SUV,5 seats,448,2373
2024,10,THACO MAZDA,Mazda2,Sedan,5 seats,447,4066
2024,10,Toyota,Innova Cross Hybrid,Hybrid,,437,1741
2024,10,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,401,2533
2024,10,THACO KIA,K3,Sedan,5 seats,381,2973
2024,10,Toyota,Innova Cross,MPV,7 seats,380,2346
2024,10,Mitsubishi,Triton,Pick-up,5 seats,379,2020
2024,10,Honda,BR-V,MPV,7 seats,358,2830
2024,10,Toyota,Hilux,Pick-up,5 seats,357,1690
2024,10,Toyota,Corolla Cross Hybrid,Hybrid,,355,1142
2024,10,Suzuki,Carry Pro CKD,Small truck,2 seats,347,2547
2024,10,Toyota,Fortuner,SUV,8 seats,345,1877
2024,10,Ford,Ranger CBU,Pick-up,5 seats,340,2426
2024,10,HYUNDAI HYUNDAI HYUNDAI,Mighty CKD,,3 seats,308,1724
2024,10,Suzuki,XL7 Hybrid,Hybrid,,308,564
2024,10,THACO MAZDA,CX-8,SUV,7 seats,294,2105
2024,10,THACO MAZDA,CX-3,SUV,5 seats,261,1944
2024,10,Mitsubishi,Attrage,Sedan,5 seats,260,2081
2024,10,Mitsubishi,Xpander (CKD),MPV,7 seats,241,1418
2024,10,Honda,CR-V Hybrid,Hybrid,5 seats,218,1359
2024,10,Toyota,Avanza Premio CKD,MPV,7 seats,211,1658
2024,10,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,205,1756
2024,10,Toyota,Wigo,Sedan,5 seats,200,2100
2024,10,THACO MAZDA,CX-30,SUV,7 seats,173,1282
2024,10,THACO KIA,Sorento,SUV,7 seats,129,757
2024,10,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,110,778
2024,10,Toyota,Innova,MPV,8 seats,95,567
2024,10,Mitsubishi,Outlander,SUV,7 seats,92,1129
2024,10,THACO KIA,Soluto,Sedan,5 seats,87,374
2024,10,10. V THACO KIA,AMAsendtomedia_Octob Morning,er24 Hatchback,,86,
2024,10,Hino,HINO,Other Truck,3 seats,81,1215
2024,10,Toyota,Yaris Cross Hybrid,Hybrid,,77,704
2024,10,THACO MAZDA,Mazda 6,Sedan,5 seats,74,483
2024,10,Toyota,Fortuner (CBU),SUV,8 seats,71,789
2024,10,Toyota,Camry,Sedan,5 seats,66,841
2024,10,Toyota,Landcruiser 200 GX 470,SUV,8 seats,65,500
2024,10,Isuzu,D-Max,Pick-up,5 seats,62,403
2024,10,Mitsubishi,Pajero Sport,SUV,7 seats,58,573
2024,10,Honda,Civic,Sedan,5 seats,51,934
2024,10,Toyota,Corolla,Sedan,5 seats,51,325
2024,10,Suzuki,Carry Blind Van,Van,2 seats,50,1571
2024,10,Ford,Explorer,SUV,7 seats,41,546
2024,10,THACO KIA,K5,Sedan,5 seats,37,244
2024,10,Suzuki,Jimny,SUV,4 seats,33,352
2024,10,VINAMOTOR,Vinamotor D8,,Under 10T,30,223
2024,10,Isuzu,mu-X,SUV,7 seats,23,183
2024,10,VIDABUS,G12,Large bus,47 seats,21,64
2024,10,Toyota,Alphard,MPV,7 seats,16,106
2024,10,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,11,73
2024,10,Toyota,Camry Hybrid,Hybrid,,10,197
2024,10,VIDABUS,G8,Large bus,29-34 seats,8,17
2024,10,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,7,117
2024,10,BUS THACO,Minibus,Minibus,,5,118
2024,10,Honda Honda,Accord,Sedan,5 seats,4,69
2024,10,Toyota,Corolla Hybrid,Hybrid,6 seats,4,86
2024,10,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,17
2024,10,Suzuki,Carry Truck,Small truck,2 seats,1,398
2024,10,VINAMOTOR,Hyundai,Large bus Medium truck Light truck Small truck,29-80 Seats,,96
2024,10,Honda,Civic TypeR,Others,5 seats,,11
2024,10,THACO MAZDA,BT-50,Pick-up,5 seats,,5
2024,10,SAMCO,Car carring truck,Car Carrying Truck (SPV),3 seats,,1
2024,10,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2024,10,SAMCO,Hooklift,Hooklift (SPV),3 seats,,2
2024,10,SAMCO,Fire truck,Fire fighting truck (SPV),7 seats,,1
2024,10,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,2
2024,10,SAMCO,Crane truck,Crane truck (SPV),3 seats,,1
2024,10,SAMCO,Truck,Medium truck,3 seats,,1
2024,10,SAMCO,SAMCO PRIMAS (Sleeper coaches),Large bus,45 seats,,16
2024,10,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,,76
2024,10,Isuzu,Bus Chassis,Chassis,,,108
2024,10,Toyota,Avanza Premio CBU,MPV,7 seats,,1
2024,10,Toyota,Alphard Hybrid,Hybrid,8 seats,,6
2024,10,Toyota,Yaris,Sedan,5 seats,,8
2024,10,Suzuki,XL7,SUV,7 seats,,1839
2024,10,Suzuki,Ciaz,Sedan,5 seats,,8
2024,10,Suzuki,Swift,Hatchback,5 seats,,225
2024,10,Suzuki,Ertiga Hybrid,Hybrid,7 seats,,1200
2024,10,Suzuki,Super Carry Pro,Small truck,2 seats,,20
2024,9,Mitsubishi,Xpander (CBU),MPV,7 seats,2566,11779
2024,9,THACO MAZDA,CX-5,Crossover,5 seats,1856,9240
2024,9,Toyota,Vios,Sedan,5 seats,1842,8812
2024,9,Mitsubishi,Xforce,SUV,5 seats,1821,9963
2024,9,Honda,CITY,Sedan,5 seats,1590,6071
2024,9,Ford,Ranger CKD,Pick-up,5 seats,1260,9680
2024,9,Toyota,Veloz Cross,MPV,8 seats,1147,5218
2024,9,THACO KIA,Carnival,MPV,7 seats,1023,4276
2024,9,Isuzu,Truck,Other Truck,3 seats,1013,6559
2024,9,Ford,Everest,SUV,7 seats,948,7153
2024,9,Toyota,Yaris Cross,SUV,5 seats,918,6271
2024,9,Ford,Territory,MPV,5 seats,822,5084
